EGLV456742362346,EISU9483785,2018/01/24 00:30,2018/01/24 00:10,S,アイランドシティＣＹ,EVERGREEN LINE,MAIN TRADER,1641-036N,TACOMA. WA.,相互運輸　新ICバンプ,,2018/01/24 01:32,2018/02/02 09:53,,,2018/02/03 15:34,C,2018/01/24 00:00,S,,Y,2018/02/09,40,96,-,285,-,,,,,,,,,,,PUSAN (BUSAN),0,06EDF,無,－,6TK61,2018/02/02,相互運輸,DR
EGLV456742362346,TCLU5151287,2018/01/24 00:30,2018/01/24 00:10,,アイランドシティＣＹ,EVERGREEN LINE,MAIN TRADER,1641-036N,TACOMA. WA.,相互運輸　新ICバンプ,,2018/01/24 04:26,,,,,C,2018/01/24 00:00,I,,Y,2018/02/16,40,96,-,292,-,,,,,,,,,,,PUSAN (BUSAN),0,,無,－,6TK61,,相互運輸,DR
