EGLV091730562267,EISU9329379,2018/02/07 04:30,2018/02/07 04:10,,アイランドシティＣＹ,EVERGREEN LINE,BUXMELODY,1643-093N,PORT KLANG (MALAYSIA,相互運輸　新ICバンプ,,2018/02/07 05:48,,,,,,2018/02/07 00:00,I,,Y,2018/03/08,40,96,-,65,-,,,,,,,,,,,PUSAN (BUSAN),0,09292,無,－,6TK61,,相互運輸,DR
EGLV091730562267,EITU1247405,2018/02/07 04:30,2018/02/07 04:10,S,アイランドシティＣＹ,EVERGREEN LINE,BUXMELODY,1643-093N,PORT KLANG (MALAYSIA,相互運輸　新ICバンプ,,2018/02/07 05:47,2018/02/14 11:09,,,,,2018/02/07 00:00,S,,Y,2018/03/08,40,96,-,85,-,,,,,,,,,,,PUSAN (BUSAN),0,08A44,無,－,6TK61,2018/02/14,相互運輸,DR
